entref,payeref,deathcode,birthdate,deathdate,mfullemp,msubemp,ffullemp,fsubemp,unclemp,unclsubemp,dec_jobs,mar_jobs,june_jobs,sept_jobs,jobs_lastupd,legalstatus,prevpaye,employer_cat,stc,crn,actiondate,addressref,marker,inqcode,name1,name2,name3,tradstyle1,tradstyle2,tradstyle3,address1,address2,address3,address4,address5,postcode
4701966305,9453726,606540,291011,301113,4,3,7,8,4,8,4,6,8,2,6,1,5,2,5,7,5,2,3950,5,104MTOQS7E,7R9LXCN5T0,72XBWZ76XY,1,4,5,PY4QFQ0LDD,I14GDI7SHC,VGKCGY53Y5,7R3G009RRP,VI4MYADEZK,F86J G22
5706516563,5703813,101400,301110,261011,1,8,4,5,5,6,8,8,5,9,1,9,6,7,6,3,5,7,6581,4,Q1SKBYKCNB,4LBY126PIB,NEY3ORURO8,3,4,2,79HQCGC0NH,QDXCRDGHIE,ZE2MV1KM2W,U4GQJQ6B8K,W31L5S5VCT,RZWO NAL
4445441167,6285660,531585,111213,211114,8,7,3,2,2,7,9,3,8,5,2,7,9,5,4,8,9,4,5901,7,RAZNWUL963,0F9U1OOC78,N7SCK2FX23,7,1,7,542RH2G4FX,4DQ3EQXE4E,OZFC2C2JEZ,BNSIMEGEJC,3WX6ZNJPQ9,1B19 4YR
5907525503,3156477,487339,241010,301112,3,5,8,1,3,3,8,4,3,9,1,1,3,7,5,5,5,3,9723,1,IJ94G1A5ZZ,UFPLYFZVQA,KCW10SFWM9,9,7,5,CG9F1WNR81,Y2M446ZTH7,NF9IYJXOQN,QPNFNA5CGL,ITV7PVTOAZ,U1EK 1JE
1649029980,7500048,619249,121213,191213,8,4,6,3,9,1,1,9,1,3,3,8,5,6,8,3,8,8,3554,9,FP3LPGN9UB,9214I2IE96,DDOZRZACBD,9,9,1,LC87GGHBVT,7J5DXEAJOS,QKFKCML2DA,7AZ9GDGACK,VXF3VYLBSB,7E91 S63
3074762340,4758363,488809,261011,161116,8,1,1,1,7,9,3,2,5,9,2,7,2,3,2,3,5,2,1819,1,LOP3ARVGZH,6NHTSN4400,R2AHVIPYSC,4,5,3,JFGNYTZB2Z,0MDVD18LCM,YS89PJS9MJ,X4XVXIQD5U,Q6W860129Y,N6H9 VEB
8752679401,1344489,440153,211115,171114,5,5,3,8,8,5,4,9,8,4,5,7,2,6,7,1,2,8,3604,1,4N69A36EWD,YNTSZYBJNP,98MAT78Y5T,7,7,1,IF2U9NEB6C,JSI7WWYB29,T82597555G,A6GI58LI6V,9C4L8XJ3Q2,5WN7 L9F
9594406784,3959128,160788,211015,251015,8,1,2,2,2,8,5,5,7,5,6,1,4,2,1,3,3,7,3850,8,MUSGTZLZJA,V7UENRQWB6,RJ5AE4UCCT,7,2,2,AZ2XZYMH04,AZZB2C4Q45,R08RKLEL5B,6LP2ZF7S3L,TLSWHAI6YL,RBB8 ZTU
1656335567,6577390,342814,121210,191013,4,2,7,1,7,5,3,5,3,3,4,7,1,7,3,4,3,3,2755,2,AYV95A54QB,GPB5LXUMGO,UNBJM13WB7,6,8,9,AYQ2ZCOO2R,85VRBEB0B0,JW1OC9ZNCR,FR8OLSRQOO,F0P6D1J1BD,RY52 NFO
6828442332,6165722,272930,161011,141010,4,7,1,9,7,6,1,2,8,3,9,4,8,8,8,4,8,2,1442,4,0NHFZURBBL,DMR80S2EUF,YE19FYZLZY,9,7,9,C082DH34NB,IIKVNH03YS,GI1H1S1DH5,8IIL7AI5VG,MHUD98KCMX,9N26 L5V
6744708541,3496234,272956,111010,181015,3,9,6,3,8,5,2,6,3,6,7,8,7,8,4,6,7,3,1571,5,GQTZED90JS,HXVQ8L61EZ,1Q696C2WTH,3,3,2,OWOVNZA7UZ,2VX6A82TQ7,NNDX4KEMWC,LTB628L99T,C3CHODJSYG,R09S 243
5352749899,5140696,610112,231213,201214,3,2,2,2,4,7,8,9,4,1,2,5,7,4,1,8,3,5,1033,8,3WAXU671WK,59P9AK88SK,2X1PB83V85,6,6,1,PICMZELS2A,GMH6R7ZSNF,1KHVWRGSSX,FDV1LMSLXK,PJIXMP6J02,M6BN HTK
1724288451,8589243,842063,261016,291216,8,4,2,3,1,4,6,3,2,4,6,3,2,3,2,9,5,8,6830,7,QJI0XE22EV,2E16HUX7FT,2AOEURFHCG,2,7,8,UIAWVCUVQQ,NAIAAO0KGR,VVI529TXMH,QVZH1MTCQB,50HJD3G06W,8PVH NEX
5765521313,1604570,432328,231113,211211,2,1,3,4,5,8,8,9,2,7,5,4,3,8,7,6,5,8,1282,9,4GDTR6QM5D,DEQ7RCSBJW,2206VNFFSJ,7,6,3,JGO8VVJBPK,52NWMU4ZIM,MFROU6A7TG,GYDNRIRB5R,GTHL917QJ4,W5XN IL1
1514612393,5352285,731115,201110,141014,1,5,4,1,4,3,1,9,4,6,9,2,7,8,8,6,4,4,1865,9,H6FL00OP3J,HJBKNK4EKY,V9FW4N8G6X,2,6,9,X9EDPEUGM6,CO31VN5MM9,29DVD0R8N9,D0SS5XJR4F,BQXTSPX55X,HP3R R5D
1974877063,4530417,175996,251115,101013,7,2,2,6,5,5,1,4,3,3,3,6,8,8,8,5,4,2,3214,5,DJYJ06TLD4,8WS0WRUQLL,Q00VSZF5JM,6,5,9,65CMB15DGV,2B9VS4FJU1,9KID37ER1Y,OYWWHG60F4,4A6OELKA22,W5WO S50
7218367598,3187731,261541,201011,291014,7,4,7,9,4,2,3,2,4,4,2,1,5,9,1,3,3,4,5084,4,7XPBXQFN7V,IVVL17KYQE,KYM66AAWM4,2,8,7,T7EGGW2BPY,QEFLZGEIY1,563AO23RR5,XEXT1Q4P6J,LJ9GG0N1JM,SL79 XDO
6400507334,6821170,490952,211013,111116,6,9,6,1,4,6,1,6,3,2,6,2,2,7,3,5,7,8,2784,9,W4163863SE,ZZDX7A5JL6,34QF2ZCUFK,4,7,4,Q8IT0UE8NP,PVA51KLQE8,OGGFXB5QA0,CGPKU0O4KZ,GKOXG4AUTR,C21Y KKJ
7796094536,8298100,674471,151211,251113,5,6,2,9,7,5,1,8,4,9,7,6,5,3,7,4,3,8,8256,1,OFLE6ZVK17,R89ZYYXR5X,PAM7PP8292,9,2,4,PS3RYZW7LA,CEIZHPY092,KO7OV70HTU,YQ4U0HI6R2,B5OHJSUWRD,HG2S 8B8
4679837763,6548269,552656,301113,271016,1,6,7,6,3,2,4,9,2,5,2,7,1,5,3,8,1,2,1889,1,HUU56MG16D,BSQQI96KTA,8TGTBJ4VCI,8,9,6,Q4T5W38H8R,TQOJDGK7O0,Z04T6OZOI5,WL8EYNYPTB,BD8J4AKQQR,XYTV X4N
1841303339,3387717,858585,121115,241112,5,2,9,9,2,2,7,7,5,1,7,8,9,8,5,1,4,2,9442,6,K6PU7NTKXC,F03DGEYNCH,L5E93030T1,5,7,5,BDAMC0QQK0,DMH0RHN60O,SLUJ8U6GPD,YGNLZTETSI,27KB109M6C,P9AM LD1
3760160129,2988299,440025,131210,141012,9,9,3,8,3,2,1,1,2,9,1,8,4,8,5,7,7,6,8981,7,B4U8C8UZBH,JQRPGIADLK,QB6ZUGSZAJ,9,4,7,N4TF6XQZ4I,M3FQ33FPNY,J90VU1L3A2,GZF8NJ1CGA,C549YFO1M8,VUSM RL1
4619727368,9825476,957658,291213,281115,1,8,6,3,5,3,4,8,6,3,5,8,4,8,2,7,4,6,9220,8,W0HRWQDVMJ,3VUBARWNRP,TWC5JU9A5X,9,8,3,L7LPZ0XIC4,YSO9WOFLP3,4S65EKLN8S,RZDCED5UFE,LFJDTGT9IG,0KUP 09B
6956515408,5823689,351562,241010,261214,9,4,6,4,6,9,8,8,3,2,5,5,8,8,8,7,7,3,6383,4,9D3YE1BJNA,LJWS8YSCI7,R38KPCF7BF,2,4,8,C64224SFKJ,I8S5QSUWBC,TQEIME2L9D,4ASTAHW058,V1OJ9LNBQ8,71LY UR9
7633611057,4980363,720357,231116,111115,1,4,5,2,4,6,8,6,9,2,1,4,5,5,3,3,9,9,9166,5,WPMEP46VH3,SW8MPG8G9V,SHAHTQ4P4O,9,2,6,LU89SCCNF9,WKLHZ1IVK1,9ESEGKJNTM,XK2ER2QUB4,V9QEZRP9D0,WBOI BPS
2892102212,3888052,165305,291013,211111,5,6,3,6,9,4,8,6,6,3,3,6,3,4,2,3,2,9,6371,5,3HB6BFD0O9,L0A1IEDB8T,QMJTAXCZQF,1,4,5,KXPDEADZJB,6JPL43GXPU,1VT7OU9Y2G,LKXH5FD683,I3PXDRTKCC,KINQ G5D
5215156880,1137978,891785,281113,181115,8,4,3,3,8,3,9,9,2,7,1,7,8,6,3,7,5,9,8079,7,XTCTN6C9WO,IS9U2PS5T5,XY52460LRA,4,2,3,6AW2O95QIP,FYYWKI65I8,EWFGXWTSB9,Q5H0KZZU3Q,5SXEV2RP2C,GTAD BJ5
2419564457,9892986,236886,101115,111210,6,7,6,4,3,8,7,1,1,4,3,6,8,3,7,6,2,6,7523,2,QTG5O8CYQ9,TF9JHRUG3E,HVJKAR7HWF,6,6,5,0BL24WLD8M,0W874912VX,0R1ILQY0TJ,DFOAV2VOK2,WQIN84TISR,V6NU 3RY
8984787433,1810932,792598,211112,301116,9,2,4,9,8,2,7,8,2,2,5,2,7,9,8,1,4,2,4119,6,BENVGC6NZV,XBV40G0N8E,WXG2QM96VQ,1,2,6,6B5SRY1WSQ,NTZMYZLNDQ,NLHAWEGR40,CDA9NSIP1V,ZTV5BFYHSA,4CW9 11D
9491480213,5248757,727782,161014,291110,2,4,1,4,5,9,1,8,8,9,1,1,1,5,1,3,4,4,5767,8,ELHSBCK2I7,UM7GTPPRW8,GVGXXFP6WF,6,8,3,ELQ8BQEUT9,C1MNFOTL7U,4SQUMDAKEV,PA8UIYVQZ1,2VKWUKHLM6,80M6 0DJ
8093410544,4604896,710718,191112,131013,9,9,3,6,5,4,6,1,1,1,5,7,3,9,6,3,3,5,4199,8,38CQGJLGO7,L65XOX82MQ,H4ZHRKGHIC,2,1,7,7DJK23V6ZX,PPZX0G2J7K,ZRBUWI98FZ,5L2VG8QKNO,2CLAGLLI95,3UV1 A9N
4982019353,4287248,126326,201015,131015,9,1,6,2,5,1,2,2,9,6,9,8,7,9,3,5,4,3,2349,3,8KA5FFYIBV,ORWHUDX77U,E5E9PTNCF3,1,2,6,E2TZ1Q5XBH,IJRHA2VYGP,XNKBGAZK9H,YUTQVESSC5,A9C5IOZKPS,JBQA 6EI
5966869118,3531654,906413,301113,261013,4,7,2,4,4,3,9,9,4,8,3,8,2,8,7,2,6,3,3817,5,J163074J9Q,EAM9AATAFL,6U4PW12Z82,5,5,7,89UCTXH25B,BDH4MGB2G0,61B5O8HIVU,5N0DEMJDR9,QO0J9AWA48,ZUD3 VRS
3796248684,9427117,628133,231115,211213,5,6,7,2,6,8,9,3,2,7,7,7,1,4,9,5,9,7,5713,2,PT1PHA4BLZ,WWPE83X2KT,F1RKPNB5BF,6,9,2,V6RG7UQJPP,A7ZG7QAOE0,7YYPRI4NVA,6BGXMXUIN7,YA4GRMYYNX,WY17 R63
9312799616,4487747,754069,281115,191214,3,9,1,9,5,9,2,7,9,4,1,4,4,4,8,9,2,6,1014,2,VA6NWHQB6W,818TFYAUC0,NG6XHRPVTS,2,1,7,6NZ6D0TD5U,5FY8C1K1WM,Q4K4FTHRK3,4Q4RVQEBRS,33GP6J2YLQ,3OAO 02A
1408769838,4407088,144046,301213,161012,2,2,3,3,4,3,3,1,5,4,2,9,3,2,8,9,3,3,4273,7,ZYWD09N7HF,XA6GHP3FYM,FPTF9G76M8,1,8,4,GQ2PPPJN7X,ZR440I4K9R,DXQ7X4B52R,7NKI0MDOZQ,K4N188SBRP,33AW X58
7798726105,8950783,565887,121211,111212,9,9,7,5,2,2,6,7,2,6,8,4,4,6,1,5,8,3,5642,2,PX0KNERSY2,IVXR670NBI,LV9UKIL43H,6,3,7,RMQEGWHE9M,G2FCKHVW00,7PEZ3K2TJO,B99NS5TQGI,40ZCWFGTLX,4O5A MDI
8254724154,8143187,481867,121013,211116,2,9,5,7,7,1,3,3,7,4,8,3,5,3,2,7,9,3,2210,5,TOCTWOG6AW,PFZHDFXSVE,ZM68797KBU,2,5,2,FII3W4OX5F,9RZC1UAFLG,NN7QWWZNML,1JS7D86E9Y,6IJZPWBATA,G0E0 MTY
4478736989,2584728,730703,191212,151216,1,8,1,2,3,7,5,9,2,4,8,5,4,3,2,5,8,5,4450,6,1TOTJGCXRO,ROITC8B1UZ,KMI0X57MO3,1,4,5,SN0NC72HYS,N89BNNM0L6,V4HE3IDDQC,Z1U17MOMGH,6ZLT6F9Z3T,EQE9 PMN
2240248183,1613755,822913,281112,301212,5,4,1,1,9,5,4,3,1,3,4,9,2,1,6,2,2,6,6091,8,V5W9A0KJC7,VDBNG4PJTB,SWQWEBP5T5,5,9,2,NVXDDBEH4C,K9GNLXUKT0,ESDYPG0HRC,F5CM9ASFVB,ZJCOAQ5UIO,WB1X CBT
4063952660,5334790,880343,121112,261113,7,7,9,3,4,8,7,1,4,4,8,2,3,2,9,4,7,1,5456,5,MA27I2Y3EV,J40HQZ1RTI,SNCFX4PM2N,7,8,3,BX79Q3YCEZ,KAPH8W19G7,SRW7DOW9HL,S270IZNSD0,V8CRQCEPHY,AO0W XOT
4669023289,9990021,258906,281114,271212,8,7,5,9,8,9,5,2,2,7,2,6,6,9,1,3,9,3,4600,8,TAAXI4M8TV,ZO2UEPPLZG,305ORSAU8A,7,4,6,P9OGSNMN71,CG8XYOXP2U,VG0FGICOW7,IY20TY2XTD,T664GXEROJ,COGO 7R0
1612135307,4339658,972745,201015,271210,6,1,9,7,6,2,8,3,1,7,9,3,8,7,7,1,5,8,8745,4,21I6BKQHR8,FGGTK9ZV0A,BQF4YSVYOC,7,8,1,ERZ08X72KG,Z3AA0MTNWC,CL9DPWFLRL,MF3GPYRUW7,Q0LSZLEYJP,5B4G AXN
2019986307,4387509,755348,211014,151010,9,6,8,1,4,3,8,9,7,4,2,2,5,1,5,7,8,6,5252,2,9K7WE7SOYX,WSPWUJXBRQ,A39NP7KJR7,2,9,1,DLA3T9VLU2,YB2MWV4OJN,8E3AS8TAD0,OAQJGENRZ5,T5390TWOP5,3C5Q DGD
9575846999,2000064,753513,181113,301111,3,8,9,1,1,3,9,9,6,2,5,7,1,2,5,9,1,6,6970,8,25OYDIGJR6,1OEAS523S5,O4V2LG6WGM,5,5,6,EA7CW5E9J3,NIOG607G5P,G050MZIY8Y,PVEDF1TNPD,EU48X2K7I3,4QB2 FGV
7250688902,8442357,202590,181211,191114,6,9,7,9,2,8,6,5,7,6,9,8,7,8,5,3,8,8,8192,1,5DH9TONU06,59SASJB7EU,GYZVRG3OQE,9,8,5,XV3FUHD10F,KISTOCK3NG,W75E1ALPCI,ODEGCG7S6Z,IAD1DJVVYT,EA3B R2O
7945403950,8111172,486989,101114,161212,1,2,3,6,1,7,4,2,2,4,6,6,3,7,9,3,1,5,7463,7,79V22XTV94,G4EN8RG7ZK,ZBQNSSWASN,2,6,5,LPAQIL2IPU,OQ35PCC5SG,90YBJ2BSUK,NO8T3ZZD96,X40EC5OLXM,5342 N0F
4101599982,9566601,314577,211116,231014,2,2,4,7,8,9,5,8,6,3,7,9,9,4,5,3,8,7,1794,3,BOS2AYRYQS,Y48ZJ00920,EJS0KX70O2,3,3,4,RRBAR78FAO,E7M9JNQYG0,UIPZRM1FT1,OP5W00GPW7,IR0DN3ECLM,ERFT 6WU
7051295121,4556438,471931,111214,281010,2,2,7,5,2,5,7,2,2,4,8,3,6,1,5,5,1,3,2855,4,0SYACL3SZL,HTGRHBDA6T,VU57QLMPOW,2,6,7,2NJUZEZ0I9,Z3UHNF1FU1,P8818HX5KN,J8NJGSJVGL,LJ67SVJHU1,0WMG TFP
6915792890,6002317,118407,111016,291216,4,7,6,3,6,5,1,7,7,8,9,5,2,3,1,7,7,9,7492,5,IMBZEFFOC8,IV8RPL9Q09,91MTDGAEH7,6,4,2,DLFMXJ1A88,GABJH6074Q,4XCUFNEI96,4PQSKQCWJ9,88999QSW5R,CMNS KGT
6829148407,4597254,226599,231016,141214,3,8,5,4,9,7,9,8,3,4,7,2,9,5,8,6,2,6,2302,6,H2UOK0FRJ7,XHFISL915W,KU0UCE19QV,5,2,5,V5WGODVXLT,YJEEC26LTZ,LVEUPJD9JY,R4CKMA1S0T,42FX17U45X,9GID M4B
8704562222,7797954,957782,141114,241210,7,1,2,5,6,9,9,7,6,9,7,6,6,7,9,5,1,7,8393,5,LFH5SO8XFE,20HWVTD3GY,A4Q4T5S9DM,9,6,4,TFG0OJXC9W,2HKDLMBTV7,KDYKNC1HQS,7LXSGGAYA6,DAPCAOAYV6,55QG U49
1862059719,3018197,932744,121012,201014,3,5,9,2,8,5,9,5,5,4,7,3,2,4,8,8,5,8,6067,3,F3VBI4UCPB,FT4WC1TOKS,WB2RY7PGJ5,2,6,9,MUI5L6CUPI,6FQHPN9PL8,00IISRFL98,TK63Y459ZR,G4SP16YR4H,J57G NHF
2127410031,3088044,396174,121113,241016,4,6,5,5,4,3,3,7,5,7,2,2,3,6,1,6,2,6,1890,7,UC60AYA3T5,UJTEKOOLRX,E233R0QB2F,8,8,5,N1YX8QT0G3,JYEUEMKS30,KPX3D7E80G,PTZ0K74U90,NFM9NM4VC0,9V00 LUX
4314915512,2288856,473102,251110,171010,2,8,4,9,7,7,6,7,6,6,1,2,2,1,2,7,1,6,1593,7,A5M83BOTAS,X48TN4V16V,YBPPM0AVM4,4,4,8,1PZFXSKSDZ,GKMHEYOAUM,NZFCFM20K5,OLJ90K8GPS,A0SMKU4SBV,3MK3 LW6
6045356200,6940179,107264,191213,111112,1,3,7,8,4,3,5,1,1,5,4,8,6,5,4,7,7,6,1815,1,O2WA52NIIB,U7A7LXN5WG,3IEWUVQZ42,4,9,6,ZQBAVV7LX4,07Q4IMCYY5,Y395BQ1J1C,OXP1WQA2WF,1U1NKY58MW,RV4B W3I
7082653819,3295626,980165,101214,271013,8,5,2,7,4,3,1,3,4,4,2,3,5,7,7,6,1,1,7465,3,ILB4VROZV9,NEZ0ZBI1PJ,N8CB5CL4UJ,3,4,4,GIM8MPMEDZ,TB13BP5L1A,C1K4FUKVJE,0AOOZTWGGU,L7FBVX2ETQ,DECU PKU
4873540488,1453130,507531,241210,291014,9,7,6,2,5,8,4,5,7,7,1,8,6,1,6,2,8,8,6481,5,JJZ4K4OCBX,UPDQFXVBJA,T8YB1JJOJR,2,5,8,CJPX5DLKQ4,AHN55SP257,OBENN7SLTH,IW8M3YYCC3,GOV5P9WYE0,UDXP HPK
1552095325,6128503,873757,181012,291210,2,3,6,8,3,1,7,6,3,8,4,9,3,3,5,3,2,2,3519,1,ZBB76LMJJQ,CTIQ2REZ5C,E9S1PPG0W1,8,1,6,77V6491ATH,3SG186CJYJ,JKCBZ6SQWS,3DFM2YO3J5,2XR65H74T9,3PWD CJZ
8124781823,3975422,787191,131110,141114,3,9,7,9,4,3,7,1,5,8,3,8,4,6,5,7,7,4,9205,1,CG98DXCQ74,GKJMRXTZ1G,WO9X7HWETD,4,7,3,4Y19TP96JM,YWV3ZWA00E,CBNASE01PP,4TRE9DDSCK,5M21RFO69V,4EFU 0MP
3310112856,4782221,927087,141114,241214,8,4,8,6,9,5,7,4,3,4,3,7,5,9,6,5,8,2,5434,7,DA7UMBUTR7,3BM8BR9M94,CALDMR7YCP,8,5,4,AYX4UZMB1N,UPFWL9SQMD,WPSQZ1RGF0,U5GE9JBYA2,FRVNFA5KZS,EX52 2S3
5383149255,6308116,908625,191211,101215,6,9,9,9,7,6,3,2,4,7,7,7,7,1,1,2,9,5,2235,5,CBQBHVCIJ2,75PCGZH69T,ZF810845A6,6,4,8,MLW0EYZWXA,PWPRBW4OJK,WQGP5U23AF,Q2C0BGMF6S,9X0J62EB9U,82CE 0BG
7364668770,6900071,963721,201016,221215,8,5,5,5,5,9,4,7,8,2,7,8,3,2,8,1,1,9,6383,1,HI6L8MZEGA,PRYOM38U3U,R2E56T96BM,9,3,1,P4E66BZF4T,6GG6BZYSWN,99YG7HBZIK,68JARN32UP,LEGIXLM882,PIFB OCO
6278116147,5628900,545682,151211,131216,3,6,3,6,4,7,7,9,9,6,3,2,2,9,8,6,9,9,9368,4,38SKG5NSI6,SYY3M86M4I,Z754HZTD9G,4,9,9,2LJWTWOTS4,VQLX42OAQK,CR9T67UP47,ZPUOI81LTB,TTQD1ZAA3T,KCN5 4CB
5182590720,5726626,917983,171111,101212,6,8,8,4,4,5,7,1,3,3,1,1,7,1,9,4,2,5,9280,4,N8JJQN5ZPG,U3AJA50LKV,4MPSLR9QRR,3,7,2,N1Z61OP824,A5ASXZYHKZ,UA8NAKO494,4A21G1VKA3,GKXVH2WSQT,3ENU G57
1750448973,3809314,134672,151014,191111,8,5,9,6,5,8,4,5,8,3,5,6,5,4,5,2,9,3,1354,8,CQ1T7HANOV,00NNZEELO7,Z7438419MT,8,2,8,6SY4KRS6P2,8VIXX26Z53,AXQZA2VK8E,VYE9A5RNNZ,5FQJPBAFZ2,5ZN2 B6F
3200045169,6354076,406303,181213,181112,5,4,9,7,7,7,3,2,1,5,1,3,8,7,9,1,4,5,2680,7,3J72BPCI6X,WM8P2DT9PV,BLIZVDHOEB,1,6,2,3R4ERPAW8C,3BMR2JZ25H,9UIJHOFQ11,GNFBM88M0B,WXCNOUJJL6,FF1R DRK
3361483540,6097451,308948,251014,131212,1,5,2,7,8,5,7,8,9,5,1,7,1,4,6,6,7,8,2747,5,8O0UIKUUT6,SXRS299MAO,C9D1D38KVE,7,2,3,OEA2CS1RBN,M7ZQKF29RJ,9X78BUFGH7,DFYNHWNXLL,WP1XN61GTJ,6QC0 PCQ
4366135752,9197120,124887,111012,281116,4,9,3,1,1,1,3,1,4,6,2,4,9,5,6,7,9,6,3129,2,SKR3RYJPSB,XBMNY7S3L9,KWJMN307C0,3,5,5,5IPKR3DZAD,OXZU5XIG8H,NOP3OATPBG,VQMEWEVABR,F13OXKII4Y,NA1D WXX
3628890027,1239461,755864,261013,291013,8,9,2,3,6,9,5,4,3,8,7,7,3,5,3,5,9,9,4780,5,5KV0VGF52C,65I6QADK2S,WJ01A4TDW2,8,9,8,YSWHHC07RZ,HMLCPT6GD2,2VZ5GPK37Z,Q115OUKBLJ,G62BK4IEVM,22O2 73A
3970930886,9334591,313015,281011,111113,6,2,5,5,9,9,7,3,2,7,7,3,5,6,4,6,7,6,4489,1,5GX9FUNOGG,HYDIG4NU3U,YB167MRSSI,3,5,9,AG9FOAFHNI,H3Q9VFA8B3,QHEY08C34A,8TBRJ6FG64,OIVLCMXDBD,K3NG 15X
2960861279,6582342,274990,141116,181214,3,1,1,9,2,9,9,7,8,8,2,1,1,2,8,8,1,5,1805,6,K85TCIB9P5,QTY60CC8CS,KZFO0UQ9Q1,3,9,5,CRI9UKZSE6,PFAXEKXQ2X,V2GU7OC71H,AHWHVWHNVN,D2MRZGP4UU,AQIH ZVF
5970625562,6494552,773169,241214,261210,7,1,8,9,2,6,6,3,4,6,4,1,8,4,7,3,8,6,4729,3,BUAER0IF4H,Y4UY1O46RG,ZYXCG269BW,5,9,7,ICSBIO0BX0,YW456U3DAH,BXPU2SZLCT,0FJBXAATYO,1ZOA2XAHM9,CXVT OGB
7210911279,5291755,847378,271111,141113,8,9,6,4,6,1,6,1,2,9,8,1,1,7,7,9,2,9,2972,9,STGGTKB2OY,KUYYU929Q8,7NQEZGJSLT,3,5,5,VMF330W6ZB,1OY6BVOXFQ,H7OTAUP5L2,N365DBD5DY,OC8XNORMWB,PY8O DIH
5494813605,7387791,488818,271011,231015,8,9,9,6,7,8,6,2,1,1,4,2,1,6,7,1,4,6,5693,7,NPRXPU5OMM,B526M2VSSQ,C9KDLXAZNR,5,8,4,QNW85D04W9,1PNI5T4RYR,BOMU18R98V,91F4YWXJZ3,5NE4SMACSM,CSZ9 GPH
4034270512,6400976,647107,261110,181010,6,3,7,1,3,4,7,8,2,8,5,6,8,7,9,9,1,4,3084,4,5L772EIO5W,OHGP4QS2I6,9TLC84MQS7,4,6,5,O5M4VOS3J1,R9W3MSA0G8,ITVENQ8OKO,LQENH5EGBG,5QWHQIVDKY,4OAE D2R
6471348449,7584617,754541,161012,181210,4,3,2,4,1,2,2,5,8,8,1,1,1,4,6,8,3,5,1838,2,WGZ4QDQ9G3,BKTEFSZIOD,Y3PF0NAK5Q,9,7,6,CBSWQVJA09,910L08DL8J,TM6UVK3MHJ,AFB9GGQ6YV,0J2C797FGZ,237Q 423
4604590896,5912949,811273,111015,171015,5,9,5,7,3,2,8,8,7,4,7,5,4,9,8,5,2,4,9210,4,B0ABDTN8R9,GYTYN751DI,1374M9EIEY,4,4,3,D0SMYBLQDQ,GL1FKYS11L,3GCO1Y4ST5,QKZ0OREF5B,RBF0ATIW21,24KY 5J3
2042775378,1226458,636228,131016,131013,8,9,5,4,5,6,6,7,1,4,9,5,1,3,9,8,2,7,5603,9,552SNMRUVZ,2OYDCZNGMZ,H5R264TZ5C,1,5,8,68KDS20RFT,SE190JZFLB,ALJ0TKHAUJ,HHLTSPFPOH,1LFYRP2KCZ,TSZT 97O
4254232420,5650515,477981,151110,141014,4,9,9,1,3,9,7,8,5,7,6,1,8,1,5,6,4,2,3207,9,ZXDFE9FMHT,UOUOUL59JZ,ISM64NSFJ5,5,3,4,0YDPHKGDSW,XCG4JGMX9P,MW8LEY0AE9,1AJ8MFWI9O,OSEXWHXOR4,W4QE 75M
7268526201,1692119,544280,191012,181211,3,2,1,9,2,6,6,4,9,1,1,4,6,1,3,6,5,2,5655,6,NNM7I42GJ1,085NU95WHP,FFELFQCC35,3,7,9,2C3HGVHJEY,EKFHM338O6,3HP7VJ7EDM,WI7GR5K0AX,J5WVT68S5J,JZ3Z M4A
5702965659,8816905,397968,301016,221016,9,3,3,1,3,9,7,7,3,8,6,9,9,2,6,5,6,7,9261,2,YJXUDTJ7D4,HKPWUZB9ND,SAZRVDM16Y,3,3,8,O1DY675HFV,Z5DR99SNAU,5ON3TYIZ19,AJ08JDGRXB,MX7089Y3CB,BAWR RD1
4359796099,7469455,790044,191213,221111,7,9,9,1,3,7,7,7,3,1,4,5,4,2,5,4,6,5,6313,3,Y145WATAZF,2QSSCR9ZKD,AL6OH58QO8,8,3,3,3484WGS5SE,67RXXZKDXP,UNSFD1XZY1,7EP7Y3IOH1,RLT3YVIGFL,HPOC BMH
9455484096,8952540,612572,181013,261016,3,9,1,1,2,8,4,2,5,4,5,2,1,7,6,4,7,6,5205,3,7GT2RYM0BK,V9295FWTUB,5453M7KW1B,9,8,7,5TZJB5CG6X,XH9P0XS5VJ,MN1WGWCKHN,VLUPS12P82,7G1I5LU3R5,P0VQ POD
1507959230,2304795,310363,101111,291016,8,3,7,4,4,2,9,9,4,3,2,1,2,4,1,6,7,3,8589,8,2J9ISUSL7Z,ZWOLUJ1LL1,DN1O6KFI48,4,5,7,H1Q9KX52T7,RO5U8LQMR5,L5XO8RKQNE,TZT7NQ9G3H,O2OL1V1DV5,LL23 W7L
4618165303,7628302,411134,181013,191216,3,7,6,8,2,6,1,6,3,1,3,9,4,7,6,1,8,7,6988,7,0VPIJ30LQ4,N3S002ARHM,3MXU1QENBN,2,8,4,8A98ABV498,VLA57O1D2V,33WS9L2EBR,VZ96QKF2TC,83H3332HGJ,PDOD ET9
1665235876,3905803,652141,171012,241016,2,7,9,1,1,6,7,3,1,8,3,6,8,7,2,4,4,5,2612,6,2JAD1OYU04,ODD81JGOSQ,L6I9240FIR,4,4,2,RQTMKKCE7X,7PLE8TYMOM,9YAGDRAY9D,EOI69XHRQU,78Y880Y52T,F3BN I5G
